"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"68","USGS","13055250",2022-09-06,0,"A"
"69","USGS","13055250",2022-09-07,0,"A"
"70","USGS","13055250",2022-09-08,0,"A"
"71","USGS","13055250",2022-09-09,0,"A"
"72","USGS","13055250",2022-09-10,0,"A"
"73","USGS","13055250",2022-09-11,0,"A"
"74","USGS","13055250",2022-09-12,0,"A"
"75","USGS","13055250",2022-09-13,0,"A"
"76","USGS","13055250",2022-09-14,0,"A"
"77","USGS","13055250",2022-09-15,0,"A"
"78","USGS","13055250",2022-09-16,0,"A"
"79","USGS","13055250",2022-09-17,0,"A"
"80","USGS","13055250",2022-09-18,0,"A"
"81","USGS","13055250",2022-09-19,0,"A"
"82","USGS","13055250",2022-09-20,0,"A"
"83","USGS","13055250",2022-09-21,0,"A"
"84","USGS","13055250",2022-09-22,0,"A"
"85","USGS","13055250",2022-09-23,0,"A"
"86","USGS","13055250",2022-09-24,0,"A"
"87","USGS","13055250",2022-09-25,0,"A"
"88","USGS","13055250",2022-09-26,0,"A"
"89","USGS","13055250",2022-09-27,0,"A"
"90","USGS","13055250",2022-09-28,0,"A"
"91","USGS","13055250",2022-09-29,0,"A"
"92","USGS","13055250",2022-09-30,0,"A"
"93","USGS","13055250",2022-10-01,0,"A"
"94","USGS","13055250",2022-10-02,0,"A"
"95","USGS","13055250",2022-10-03,0,"A"
"96","USGS","13055250",2022-10-04,0,"A"
"97","USGS","13055250",2022-10-05,0,"A"
"98","USGS","13055250",2022-10-06,0,"A"
"99","USGS","13055250",2022-10-07,0,"A"
"100","USGS","13055250",2022-10-08,0,"A"
"101","USGS","13055250",2022-10-09,0,"A"
"102","USGS","13055250",2022-10-10,0,"A"
"103","USGS","13055250",2022-10-11,0,"A"
"104","USGS","13055250",2022-10-12,0,"A"
"105","USGS","13055250",2022-10-13,0,"A"
"106","USGS","13055250",2022-10-14,0,"A"
"107","USGS","13055250",2022-10-15,0,"A"
"108","USGS","13055250",2022-10-16,0,"A"
"109","USGS","13055250",2022-10-17,0,"A"
"110","USGS","13055250",2022-10-18,0,"A"
"111","USGS","13055250",2022-10-19,0,"A"
"112","USGS","13055250",2022-10-20,0,"A"
"113","USGS","13055250",2022-10-21,2.39,"A"
"114","USGS","13055250",2022-10-22,35.7,"A"
"115","USGS","13055250",2022-10-23,39.4,"A"
"116","USGS","13055250",2022-10-24,48.3,"A"
"117","USGS","13055250",2022-10-25,58.9,"A"
"118","USGS","13055250",2022-10-26,42.7,"A"
"119","USGS","13055250",2022-10-27,27.5,"A"
"120","USGS","13055250",2022-10-28,28.2,"A"
"121","USGS","13055250",2022-10-29,29.3,"A"
"122","USGS","13055250",2022-10-30,45.6,"A"
"123","USGS","13055250",2022-10-31,44.8,"A"
