"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"49","USGS","13055250",2021-08-18,0.06,"A"
"50","USGS","13055250",2021-08-19,0.18,"A"
"51","USGS","13055250",2021-08-20,0.05,"A"
"52","USGS","13055250",2021-08-21,0,"A"
"53","USGS","13055250",2021-08-22,0,"A"
"54","USGS","13055250",2021-08-23,0,"A"
"55","USGS","13055250",2021-08-24,0.42,"A"
"56","USGS","13055250",2021-08-25,0.03,"A"
"57","USGS","13055250",2021-08-26,0,"A"
"58","USGS","13055250",2021-08-27,0,"A"
"59","USGS","13055250",2021-08-28,0,"A"
"60","USGS","13055250",2021-08-29,0,"A"
"61","USGS","13055250",2021-08-30,0,"A"
"62","USGS","13055250",2021-08-31,0,"A"
"63","USGS","13055250",2021-09-01,0,"A"
"64","USGS","13055250",2021-09-02,0,"A"
"65","USGS","13055250",2021-09-03,0,"A"
"66","USGS","13055250",2021-09-04,0,"A"
"67","USGS","13055250",2021-09-05,0.41,"A"
"68","USGS","13055250",2021-09-06,2.85,"A"
"69","USGS","13055250",2021-09-07,0,"A"
"70","USGS","13055250",2021-09-08,0,"A"
"71","USGS","13055250",2021-09-09,0,"A"
"72","USGS","13055250",2021-09-10,0,"A"
"73","USGS","13055250",2021-09-11,0,"A"
"74","USGS","13055250",2021-09-12,0,"A"
"75","USGS","13055250",2021-09-13,0,"A"
"76","USGS","13055250",2021-09-14,0,"A"
"77","USGS","13055250",2021-09-15,0,"A"
"78","USGS","13055250",2021-09-16,0,"A"
"79","USGS","13055250",2021-09-17,0,"A"
"80","USGS","13055250",2021-09-18,0,"A"
"81","USGS","13055250",2021-09-19,0,"A"
"82","USGS","13055250",2021-09-20,0,"A"
"83","USGS","13055250",2021-09-21,0,"A"
"84","USGS","13055250",2021-09-22,0,"A"
"85","USGS","13055250",2021-09-23,0,"A"
"86","USGS","13055250",2021-09-24,0,"A"
"87","USGS","13055250",2021-09-25,1.58,"A"
"88","USGS","13055250",2021-09-26,0,"A"
"89","USGS","13055250",2021-09-27,0,"A"
"90","USGS","13055250",2021-09-28,0,"A"
"91","USGS","13055250",2021-09-29,3.34,"A"
"92","USGS","13055250",2021-09-30,6.45,"A"
"93","USGS","13055250",2021-10-01,8.79,"A"
"94","USGS","13055250",2021-10-02,0,"A"
"95","USGS","13055250",2021-10-03,0,"A"
"96","USGS","13055250",2021-10-04,0.3,"A"
"97","USGS","13055250",2021-10-05,0.22,"A"
"98","USGS","13055250",2021-10-06,0,"A"
"99","USGS","13055250",2021-10-07,0,"A"
"100","USGS","13055250",2021-10-08,11.2,"A"
"101","USGS","13055250",2021-10-09,22.2,"A"
"102","USGS","13055250",2021-10-10,12.7,"A"
"103","USGS","13055250",2021-10-11,36.6,"A"
"104","USGS","13055250",2021-10-12,82.4,"A"
"105","USGS","13055250",2021-10-13,83.9,"A"
"106","USGS","13055250",2021-10-14,78.6,"A"
"107","USGS","13055250",2021-10-15,85.7,"A"
"108","USGS","13055250",2021-10-16,94.1,"A"
"109","USGS","13055250",2021-10-17,99.5,"A"
"110","USGS","13055250",2021-10-18,109,"A"
"111","USGS","13055250",2021-10-19,118,"A"
"112","USGS","13055250",2021-10-20,81.3,"A"
"113","USGS","13055250",2021-10-21,77.3,"A"
"114","USGS","13055250",2021-10-22,72.3,"A"
"115","USGS","13055250",2021-10-23,74.1,"A"
"116","USGS","13055250",2021-10-24,104,"A"
"117","USGS","13055250",2021-10-25,137,"A"
"118","USGS","13055250",2021-10-26,164,"A"
"119","USGS","13055250",2021-10-27,191,"A"
"120","USGS","13055250",2021-10-28,165,"A"
"121","USGS","13055250",2021-10-29,129,"A"
"122","USGS","13055250",2021-10-30,139,"A"
"123","USGS","13055250",2021-10-31,118,"A"
