"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"84","USGS","13055250",2017-09-22,217,"A"
"85","USGS","13055250",2017-09-23,236,"A"
"86","USGS","13055250",2017-09-24,257,"A"
"87","USGS","13055250",2017-09-25,244,"A"
"88","USGS","13055250",2017-09-26,239,"A"
"89","USGS","13055250",2017-09-27,235,"A"
"90","USGS","13055250",2017-09-28,229,"A"
"91","USGS","13055250",2017-09-29,221,"A"
"92","USGS","13055250",2017-09-30,221,"A"
"93","USGS","13055250",2017-10-01,236,"A"
"94","USGS","13055250",2017-10-02,308,"A"
"95","USGS","13055250",2017-10-03,221,"A"
"96","USGS","13055250",2017-10-04,99.3,"A"
"97","USGS","13055250",2017-10-05,132,"A"
"98","USGS","13055250",2017-10-06,141,"A"
"99","USGS","13055250",2017-10-07,131,"A"
"100","USGS","13055250",2017-10-08,129,"A"
"101","USGS","13055250",2017-10-09,130,"A"
"102","USGS","13055250",2017-10-10,134,"A"
"103","USGS","13055250",2017-10-11,115,"A"
"104","USGS","13055250",2017-10-12,99,"A"
"105","USGS","13055250",2017-10-13,95.6,"A"
"106","USGS","13055250",2017-10-14,100,"A"
"107","USGS","13055250",2017-10-15,102,"A"
"108","USGS","13055250",2017-10-16,103,"A"
"109","USGS","13055250",2017-10-17,111,"A"
"110","USGS","13055250",2017-10-18,88,"A"
"111","USGS","13055250",2017-10-19,87,"A"
"112","USGS","13055250",2017-10-20,84.6,"A"
"113","USGS","13055250",2017-10-21,91.1,"A"
"114","USGS","13055250",2017-10-22,92.6,"A"
"115","USGS","13055250",2017-10-23,98,"A"
"116","USGS","13055250",2017-10-24,99.8,"A"
"117","USGS","13055250",2017-10-25,95.7,"A"
"118","USGS","13055250",2017-10-26,95.9,"A"
"119","USGS","13055250",2017-10-27,94.9,"A"
"120","USGS","13055250",2017-10-28,95.1,"A"
"121","USGS","13055250",2017-10-29,95.1,"A"
"122","USGS","13055250",2017-10-30,95.4,"A"
"123","USGS","13055250",2017-10-31,95.3,"A"
