"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"53","USGS","13055250",2018-08-22,18,"A"
"54","USGS","13055250",2018-08-23,26.5,"A"
"55","USGS","13055250",2018-08-24,35.5,"A"
"56","USGS","13055250",2018-08-25,21.8,"A"
"57","USGS","13055250",2018-08-26,31.8,"A"
"58","USGS","13055250",2018-08-27,41.2,"A"
"59","USGS","13055250",2018-08-28,38.2,"A"
"60","USGS","13055250",2018-08-29,36.2,"A"
"61","USGS","13055250",2018-08-30,39.4,"A"
"62","USGS","13055250",2018-08-31,41.7,"A"
"63","USGS","13055250",2018-09-01,26.3,"A"
"64","USGS","13055250",2018-09-02,31.5,"A"
"65","USGS","13055250",2018-09-03,24.6,"A"
"66","USGS","13055250",2018-09-04,29.1,"A"
"67","USGS","13055250",2018-09-05,22,"A"
"68","USGS","13055250",2018-09-06,26.4,"A"
"69","USGS","13055250",2018-09-07,35.9,"A"
"70","USGS","13055250",2018-09-08,44.5,"A"
"71","USGS","13055250",2018-09-09,47.4,"A"
"72","USGS","13055250",2018-09-10,41.9,"A"
"73","USGS","13055250",2018-09-11,42.1,"A"
"74","USGS","13055250",2018-09-12,42,"A"
"75","USGS","13055250",2018-09-13,48.2,"A"
"76","USGS","13055250",2018-09-14,40.9,"A"
"77","USGS","13055250",2018-09-15,46,"A"
"78","USGS","13055250",2018-09-16,37.6,"A"
"79","USGS","13055250",2018-09-17,45,"A"
"80","USGS","13055250",2018-09-18,48.4,"A"
"81","USGS","13055250",2018-09-19,55.8,"A"
"82","USGS","13055250",2018-09-20,49.9,"A"
"83","USGS","13055250",2018-09-21,41.8,"A"
"84","USGS","13055250",2018-09-22,33.9,"A"
"85","USGS","13055250",2018-09-23,36,"A"
"86","USGS","13055250",2018-09-24,30.5,"A"
"87","USGS","13055250",2018-09-25,35.6,"A"
"88","USGS","13055250",2018-09-26,49.4,"A"
"89","USGS","13055250",2018-09-27,42.7,"A"
"90","USGS","13055250",2018-09-28,30.3,"A"
"91","USGS","13055250",2018-09-29,46.8,"A"
"92","USGS","13055250",2018-09-30,42.4,"A"
"93","USGS","13055250",2018-10-01,36.5,"A"
"94","USGS","13055250",2018-10-02,41.4,"A"
"95","USGS","13055250",2018-10-03,48.5,"A"
"96","USGS","13055250",2018-10-04,55,"A"
"97","USGS","13055250",2018-10-05,103,"A"
"98","USGS","13055250",2018-10-06,146,"A"
"99","USGS","13055250",2018-10-07,94.6,"A"
"100","USGS","13055250",2018-10-08,91.9,"A"
"101","USGS","13055250",2018-10-09,98.2,"A"
"102","USGS","13055250",2018-10-10,82.2,"A"
"103","USGS","13055250",2018-10-11,82.3,"A"
"104","USGS","13055250",2018-10-12,81.7,"A"
"105","USGS","13055250",2018-10-13,79.3,"A"
"106","USGS","13055250",2018-10-14,80.1,"A"
"107","USGS","13055250",2018-10-15,80.8,"A e"
"108","USGS","13055250",2018-10-16,67,"A"
"109","USGS","13055250",2018-10-17,57.3,"A"
"110","USGS","13055250",2018-10-18,56.8,"A"
"111","USGS","13055250",2018-10-19,54,"A"
"112","USGS","13055250",2018-10-20,56.3,"A"
"113","USGS","13055250",2018-10-21,56.4,"A"
"114","USGS","13055250",2018-10-22,57.7,"A"
"115","USGS","13055250",2018-10-23,56.2,"A"
"116","USGS","13055250",2018-10-24,60.5,"A"
"117","USGS","13055250",2018-10-25,61.7,"A"
"118","USGS","13055250",2018-10-26,61.6,"A"
"119","USGS","13055250",2018-10-27,61.8,"A"
"120","USGS","13055250",2018-10-28,62.8,"A"
"121","USGS","13055250",2018-10-29,63.2,"A"
"122","USGS","13055250",2018-10-30,99.7,"A"
"123","USGS","13055250",2018-10-31,126,"A"
